fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2018-2019,March,31,UTTAR PRADESH,3170,KAUSHAMBI,1305868,173.798274085639,41,97,766.900455802,12928,0,9428,1470015,791791,88443,556,71,231.42159,3553.182744602,35854,45325,77339,146155,409,209025,339697,22356,2554.8606988,669593,88,75.32,43.85,113.27,NA
2018-2019,March,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1013365,177.648817980691,40,24,452.510978908,9062,2,5849,1045922,421091,44416,5369,363,167.582,2478.161048908,25957,34201,49930,101202,197,133539,237491,14911,1858.06807,439491,80,85.92,45.11,111.93,NA
2018-2019,March,31,UTTAR PRADESH,3175,BALRAMPUR,2691073,183.115686666849,48,77,1307.768638959,9371,0,3652,3218504,624419,32153,42660,2775,446.78302,7648.137358959,66056,76019,109666,161495,2349,183780,254146,13023,5893.5857,934668,52,61.33,72.66,116.78,NA
2018-2019,March,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,2397873,175.888314181338,40,47,2377.269281935,16701,1,5985,2633320,1051120,99573,5544,492,439.14447,7448.115906935,64700,76810,115735,208266,681,248698,395732,22686,4631.702155,1096100,73,63.39,53.22,103.29,NA
2018-2019,March,31,UTTAR PRADESH,3181,AMETHI,3030349,184.820860721501,45,77,3141.599358019,13467,3,20220,3194506,952061,57828,15386,811,483.96471,9529.677553019,69869,83279,111011,185403,1375,228995,349018,33687,5904.113485,1069240,74,50.32,42.98,109.64,NA
2018-2019,March,31,UTTAR PRADESH,3183,SHAMLI,422257,170.829172916095,42,5,122.953537,511,0,878,426039,42719,2560,238,13,43.005766,893.758203,10077,11073,17867,21591,102,36621,43353,1389,727.7989,104076,5,59.98,75.28,126.76,NA
2018-2019,July,31,UTTAR PRADESH,3112,SAHARANPUR,198198,171.425073083154,14,57,328.879325375,1415,60,2948,382099,166336,61070,535,205,50.85825,1034.751065375,25766,29656,79396,123250,28,117582,172799,4363,655.01349,122750,14,73.51,86.52,106.82,NA
2018-2019,July,31,UTTAR PRADESH,3118,ALIGARH,502289,164.098398021812,22,85,1171.085121062,1876,19,3846,915181,294342,46234,1005,163,76.96139,2749.843871062,40657,45095,104612,150037,34,192967,261969,5722,1501.79736,208966,24,77.52,78.75,100.72,NA
2018-2019,July,31,UTTAR PRADESH,3119,MATHURA,257802,143.699464738444,29,26,198.0362727,310,112,3829,645292,239321,40257,1002,247,41.70067,1167.0180927,21908,30497,57562,100779,41,129384,215413,4139,927.28115,226459,20,90.44,93.28,125.97,NA
2018-2019,July,31,UTTAR PRADESH,3123,MAINPURI,511719,146.610189092246,29,79,178.702216367,2326,14,5963,935628,312563,42286,1207,146,69.30744,1619.735636367,32163,38444,85201,129472,115,154719,220110,8289,1371.72598,275141,73,74.35,63.93,105.95,NA
2018-2019,July,31,UTTAR PRADESH,3133,RAE BARELI,807599,162.191813220623,24,118,2446.152733451,11043,0,17146,1485346,510296,115789,3357,825,199.95712,5055.219463451,61064,71562,178153,327171,58,310584,516157,28189,2409.10961,599011,63,43.86,34.27,100.41,NA
2018-2019,July,31,UTTAR PRADESH,3138,JALAUN,1221178,163.07495539891,34,231,1192.19339105,5305,0,12808,2112056,756516,106919,2627,427,226.65893,4863.08670105,61904,89588,130017,289369,94,208835,437062,18113,3444.23438,762062,53,90.63,88.12,107.97,NA
2018-2019,July,31,UTTAR PRADESH,3140,LALITPUR,1287543,162.940861081489,34,89,1292.06505761,2299,0,8564,1749846,425976,60594,144851,18637,76.27346,4219.55265761,50544,71969,116789,233916,888,173572,328899,10863,2851.21414,654363,58,85.59,82.91,100.64,NA
2018-2019,July,31,UTTAR PRADESH,3147,GONDA,2057643,174.035398915597,33,116,2302.34554545,5011,166,26603,2827177,644129,51715,7118,467,231.1615,7453.79581545,84010,90170,175566,220065,83,315336,381436,31614,4920.28877,948888,68,61.59,62.87,120.63,NA
2018-2019,July,31,UTTAR PRADESH,3148,BARABANKI,709554,198.044208924603,23,41,1121.931862095,9081,16,12465,1113282,484312,135978,785,157,109.234,3435.956392095,46696,54727,195975,323813,85,446986,645730,21546,2204.79053,318276,70,67.54,58.64,102.27,NA
2018-2019,July,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,1070,143.905472636816,19,0,0,34,136,94,1407,315,524,0,14,0,2.02475,73,92,1171,1659,1,15891,18347,128,2.02475,364,41,53.38,53.38,175.88,NA
2018-2019,July,31,UTTAR PRADESH,3172,KUSHI NAGAR,1536232,191.610377795222,31,219,1205.795623745,6811,3,21821,2980980,938139,100336,4549,418,249.38139,7167.044053745,94283,111844,187525,301917,162,398511,574797,28632,5711.86704,1035042,56,90.25,85.69,122.31,NA
2018-2019,July,31,UTTAR PRADESH,3182,HAPUR,20371,167.034732900983,24,5,2.2400661,69,173,116,59828,28424,3333,23,6,3.2802,105.4538061,2405,2610,7468,8620,0,11482,13245,185,99.93354,18114,0,80.22,94.44,109.59,NA
2018-2019,July,31,UTTAR PRADESH,3183,SHAMLI,104863,153.180885575254,26,2,61.8021746,114,10,798,140564,12326,2565,27,16,16.009416,293.1287706,5368,5872,17383,21436,8,35729,42772,912,215.31718,35757,8,74.51,86.13,121.86,NA
2018-2019,Oct,31,UTTAR PRADESH,3168,KANNAUJ,1092865,180.043302486688,24,94,745.230489142,4522,4,11658,793063,303393,55111,410,54,95.03974,2268.127045142,32161,36034,83059,129079,12,148149,209692,16180,1427.856816,166963,70,62.28,52.91,119.81,NA
2018-2019,Oct,31,UTTAR PRADESH,3170,KAUSHAMBI,1070348,163.755833372281,36,82,276.796022553,8467,1,11718,984230,522559,88701,395,71,92.81861,1981.348671353,26748,33735,77295,146465,107,207728,338278,20185,1611.7340388,452432,90,80.08,29.79,111.59,NA
2018-2019,Oct,31,UTTAR PRADESH,3172,KUSHI NAGAR,3128757,191.219391622673,32,225,1379.397370026,10181,3,21076,3243875,1013147,100141,4820,419,392.04709,7974.362500026,98369,117677,187616,301578,254,398961,574530,31257,6202.91804,1146895,57,83.3,74.16,121.54,NA
2018-2019,Oct,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,606823,174.204801857422,32,10,372.447812367,5414,4,8863,663285,279117,44657,4340,368,69.82,1597.742132367,20237,26622,49793,101402,50,131417,235078,14277,1155.47432,280369,80,86.15,36.07,116.27,NA
2018-2019,Oct,31,UTTAR PRADESH,3176,SHRAVASTI,1020521,166.004977626507,29,73,353.677213422,4252,0,4364,735692,260829,49956,3683,1342,61.01658,1635.979133422,25102,30808,71966,136514,51,125911,213540,8616,1221.28534,253354,68,82.59,66.58,119.84,NA
2018-2019,Oct,31,UTTAR PRADESH,3182,HAPUR,49109,168.07032711917,28,8,4.644519515,159,82,139,99933,48190,3473,37,6,3.82353,176.425769515,3511,3843,7724,8883,1,11943,13725,298,167.95772,31483,0,62.4,78.71,106.07,NA
2018-2019,Oct,31,UTTAR PRADESH,3183,SHAMLI,272880,154.419636429086,33,2,70.6850846,220,2,868,222240,20338,2544,55,13,17.471866,431.3391506,6725,7389,17460,21243,41,35908,42683,1088,343.1822,55170,6,64.82,81.95,133.21,NA
2018-2019,Oct,31,UTTAR PRADESH,3184,SAMBHAL,1506287,168.711308367646,31,135,385.132812155,3101,117,4589,1407158,424173,43468,196,13,134.48682,2893.654304755,44653,52328,89946,132193,378,157259,216116,7690,2374.0346726,325662,47,68.59,67.95,119.99,NA
2018-2019,Sep,31,UTTAR PRADESH,3110,MORADABAD,1207460,174.036442278075,28,131,367.644847788,4558,67,5376,1223963,294259,35782,225,17,89.37508,2587.161587788,43161,52881,92340,148286,113,157764,233753,9934,2130.14166,380531,70,90.85,80.56,107.7,NA
2018-2019,Sep,31,UTTAR PRADESH,3121,FIROZABAD,1025916,173.52062561135,33,37,242.571672781,3420,7,3016,973256,470894,38879,1619,107,70.59527,2001.966842781,29123,32777,67200,90582,79,137092,177183,6436,1688.7999,290975,58,82.37,82.63,112.03,NA
2018-2019,Sep,31,UTTAR PRADESH,3123,MAINPURI,948049,170.858127797857,31,84,375.222557069,3296,11,6652,1171209,379520,42424,1434,146,84.16644,2460.494767069,36751,44207,85812,130239,191,155911,221586,9948,2001.10577,342566,74,67.19,59.19,106.01,NA
2018-2019,Sep,31,UTTAR PRADESH,3132,LUCKNOW,777678,182.125487257336,26,33,540.063777785,4349,48,5588,621848,414681,85597,1358,325,55.146,1727.753477785,23077,26909,69445,125053,33,190307,293822,9937,1132.5437,197322,78,64.78,64.14,119.16,NA
2018-2019,Sep,31,UTTAR PRADESH,3140,LALITPUR,2311304,169.077244668511,35,94,1753.65697873999,3283,0,8648,1962116,475156,60633,163048,18646,98.21582,5169.36446873999,54592,77968,117010,234162,1264,173861,329240,11931,3317.49167,727737,60,80.43,81.14,100.61,NA
2018-2019,Sep,31,UTTAR PRADESH,3141,HAMIRPUR,846906,170.182741582169,31,38,972.406567199,3863,6,9476,905251,250679,52072,584,74,125.90612,2638.893657199,28812,42136,87811,178141,112,161798,313209,13339,1540.58097,353690,60,68.26,66.52,124.22,NA
2018-2019,Sep,31,UTTAR PRADESH,3148,BARABANKI,1343216,198.562022216618,24,46,1449.935458285,11223,3,15036,1312441,551862,135990,1029,157,154.764,4210.708848285,53892,63547,196032,323862,125,447361,646170,26259,2606.00939,383109,70,60.23,54.3,102.52,NA
2018-2019,Sep,31,UTTAR PRADESH,3153,BASTI,4320535,179.642430237235,36,125,3204.016422471,10516,18,23384,4256712,1118445,96882,2370,146,310.02285,11160.900157471,117545,141556,231196,358644,762,358378,528609,33900,7646.860885,1880219,58,76.7,72.58,134.53,NA
2018-2019,Sep,31,UTTAR PRADESH,3158,JAUNPUR,2782009,193.809963286345,33,87,2511.205664938,13823,32,19967,2411092,952799,98314,9890,1509,244.11743,7428.259614938,72094,76999,175012,227666,154,393171,486187,33790,4672.93652,1054942,73,87.38,70.54,106.84,NA
2018-2019,Sep,31,UTTAR PRADESH,3162,MIRZAPUR,1658222,168.591698092601,31,79,1123.476426748,8301,2,25371,1556570,755559,118108,16060,2684,121.84849,3869.572711748,49865,67188,125116,237432,74,296162,499335,33672,2624.247795,705233,84,65.63,42.63,125.94,NA
2018-2019,Sep,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,4396,131.400770322319,14,0,0,66,102,141,4933,1215,548,56,14,0,6.482,337,384,1264,1761,1,15998,18464,207,6.482,945,25,20.79,82.65,127.66,NA
2018-2019,Sep,31,UTTAR PRADESH,3166,HATHRAS,337327,166.312824436404,22,27,143.779117387,936,5,1334,376422,109484,17731,292,44,31.90954,801.726717387,16574,18443,38191,59963,20,73450,106706,2270,626.03806,43877,17,65.16,88.99,104.51,NA
2018-2019,Sep,31,UTTAR PRADESH,3168,KANNAUJ,923865,189.930929810331,22,80,744.590489142,3916,6,11565,657091,251870,55094,353,54,77.34454,2069.954075142,28905,32216,82884,128864,2,147927,209417,15481,1248.019046,139788,71,64.87,55.09,121.4,NA
2018-2019,Sep,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,2444050,181.59545700533,34,103,1974.417917724,7294,8,14433,2452083,894210,93527,4706,515,220.16865,6647.457897724,71510,85200,143114,247000,193,268324,425767,21727,4452.87133,1080787,70,67.68,66.82,102.5,NA
2018-2019,Sep,31,UTTAR PRADESH,3179,MAHOBA,603599,159.270481653047,29,11,155.062916814,1484,1,6910,370661,107012,42715,610,190,31.402,776.818476814,12528,18966,50816,144365,19,99694,262384,8394,590.35356,142974,79,82.66,70.23,134.07,NA
2018-2019,Sep,31,UTTAR PRADESH,3180,KASHGANJ,852715,171.94485275692,25,83,402.095713465,1843,1,1935,678402,142262,24859,755,71,59.94725,1628.520283465,26431,31498,60974,112417,55,130147,206573,3778,1166.47732,160899,32,59.06,77.21,116,NA
2018-2019,Nov,31,UTTAR PRADESH,3115,MEERUT,292435,165.115470434328,32,18,108.365363535,712,12,1016,238875,118357,12614,165,8,6.8272,509.612143535,7266,8786,19243,25692,52,53366,65841,1728,394.41958,80920,46,58.57,73,127.3,NA
2018-2019,Nov,31,UTTAR PRADESH,3116,GHAZIABAD,769,135.56338028169,14,0,0,2,161,4,142,45,19,0,0,0,0.1925,10,10,67,196,0,17605,25860,6,0.1925,54,0,45.16,70.97,100,NA
2018-2019,Nov,31,UTTAR PRADESH,3122,ETAH,1340116,169.293819721154,37,50,639.7879283,3082,4,6731,1042008,295917,33641,223,12,95.77457,2499.6176433,27999,31596,68537,109873,203,149630,219963,9813,1764.055145,269387,70,71.69,61.78,128.46,NA
2018-2019,Nov,31,UTTAR PRADESH,3131,UNNAO,2598904,166.401452642909,36,125,1071.334128574,18308,1,14530,2510321,861211,86606,4493,536,218.57334,5467.118078574,69577,78786,150537,223701,308,366128,482395,32838,4177.21061,709147,82,67.11,44.42,105.38,NA
2018-2019,Nov,31,UTTAR PRADESH,3143,FATEHPUR,2543159,163.736925871236,36,69,1747.823140801,12644,3,20338,1966632,842180,98376,182,19,205.919,5173.844920801,53313,60216,140649,211355,150,267035,371370,32982,3220.10278,900617,87,66.65,41.25,112.4,NA
2018-2019,Nov,31,UTTAR PRADESH,3153,BASTI,4869040,170.994469130271,39,135,5105.027258319,12791,10,23536,5044505,1315437,96936,2783,146,417.75072,14148.602523319,126249,152792,231720,359221,1187,359361,529718,36327,8625.824545,2220494,57,63.88,59.23,128.18,NA
2018-2019,Nov,31,UTTAR PRADESH,3155,DEORIA,2601531,180.899901306306,36,54,1949.394844119,5248,3,9677,2327403,710829,49724,68692,4649,230.81502,6390.479594119,64003,67322,127865,161116,181,237340,289827,14925,4210.26973,823034,49,68.01,64.16,101.01,NA
2018-2019,Nov,31,UTTAR PRADESH,3156,MAU,4707859,170.334116769914,42,315,4811.248960021,10627,1,11266,3591867,1011931,63987,24484,1274,343.502,11272.925890021,84134,94292,152112,210064,1109,237961,316003,21893,6118.17493,1537819,58,56.88,50.34,105.04,NA
2018-2019,Nov,31,UTTAR PRADESH,3157,AZAMGARH,5719975,177.1283800411,32,116,5019.670886573,14536,26,20561,4307492,1690950,120707,4342,374,444.63293,13094.094616573,130887,140927,234820,299534,103,482540,584672,35097,7629.7908,1744563,68,54.95,54.92,128.27,NA
2018-2019,Nov,31,UTTAR PRADESH,3159,BALLIA,2832027,173.33139841851,37,100,1954.079543697,7932,2,20565,2926227,470261,36219,74284,4784,295.12538,7321.275103697,78124,87371,152338,220442,276,295234,400339,28497,5072.07018,1118024,71,69.42,61.33,134.03,NA
2018-2019,Nov,31,UTTAR PRADESH,3166,HATHRAS,402535,167.589662138722,25,27,242.470873387,1230,5,1167,441039,128090,17672,326,44,43.97596,1025.582603387,17545,19681,38145,59685,57,73355,106343,2397,739.13577,53384,16,64.62,88.21,104.19,NA
2018-2019,Nov,31,UTTAR PRADESH,3168,KANNAUJ,1155345,180.246812649867,26,101,1011.235373084,4902,4,12193,928326,354281,55126,449,54,121.88526,2806.398659084,34433,38914,83237,129292,52,148465,210097,17095,1673.278026,197088,70,59.41,51.77,116.84,NA
2018-2019,Nov,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,2905689,170.75880455253,37,114,3114.005247381,8617,7,14838,2963978,1078030,93496,5248,515,285.63396,8460.892607381,78348,94040,143622,247560,479,269182,426721,23455,5061.2534,1307390,68,63.58,61.81,103.09,NA
2018-2019,Nov,31,UTTAR PRADESH,3175,BALRAMPUR,1825833,169.697044571368,36,67,855.003527126,5236,0,6120,1958836,380779,32119,29082,2776,171.95514,4351.045467126,53427,61025,109246,161144,495,182614,252953,11356,3324.0868,581331,57,58.48,70.77,120.26,NA
2018-2019,Nov,31,UTTAR PRADESH,3179,MAHOBA,639012,166.000147828844,32,14,191.455333225,3248,1,5342,466756,127323,42701,734,192,40.57465,1006.845633225,14188,21675,50912,144477,43,99886,262656,8590,774.81565,178866,78,79.11,63.8,128,NA
2018-2019,Nov,31,UTTAR PRADESH,3180,KASHGANJ,980337,167.764512414591,31,90,802.67620619,2364,1,2074,945742,197153,24868,856,71,81.51229,2470.80795119,30148,36215,61064,112493,187,130241,206655,4438,1586.619455,225489,29,60.27,76.02,112.14,NA
2018-2019,June,31,UTTAR PRADESH,3122,ETAH,425875,146.461869903632,22,29,217.93856145,1265,43,6259,388512,119681,33613,140,12,43.83918,830.79968145,17112,19003,67426,108653,2,148117,218291,7524,569.02194,101652,75,85.21,59.72,146.27,NA
2018-2019,June,31,UTTAR PRADESH,3124,BUDAUN,345956,170.062084589163,19,124,423.278622663,2205,73,11263,607832,124832,43313,483,80,110.25783,1567.228222663,31004,33772,125781,179373,3,250299,335753,13468,1033.69177,134614,68,70.85,58.01,113.16,NA
2018-2019,June,31,UTTAR PRADESH,3125,BAREILLY,224149,146.110593126474,16,85,324.899925855,2038,220,5484,505592,137599,61506,60,44,90.31749,1153.940885855,30842,34601,135105,221748,9,261546,390052,7522,738.72347,79289,45,75.81,73.14,142.98,NA
2018-2019,June,31,UTTAR PRADESH,3132,LUCKNOW,357403,160.11546906242,21,24,321.08361371,1896,64,6148,367094,250038,85615,1020,324,24.744,933.60189371,17098,19701,69301,124917,0,189972,293428,8044,587.77428,122560,79,83.29,57.16,131.25,NA
2018-2019,June,31,UTTAR PRADESH,3133,RAE BARELI,557928,148.244514433038,21,107,2422.005961351,8706,0,18324,1205117,420488,115774,2728,825,197.97312,4406.498926351,56305,65485,177946,326959,12,310234,515776,27030,1786.519845,494253,63,43.32,32.88,100.39,NA
2018-2019,June,31,UTTAR PRADESH,3147,GONDA,1756525,157.37205358649,28,112,2120.627698465,3998,193,26968,2122326,479926,51681,4895,488,179.088,5639.663708465,75213,80314,173673,217840,16,312929,378662,30966,3339.94801,703267,68,72.07,69.16,122.36,NA
2018-2019,June,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,2128345,142.639764220926,29,96,2929.386920463,4254,36,11072,4419561,967454,77660,4354,299,210.99787,9444.436180463,150599,169576,244157,332523,58,363021,474848,15326,6304.05139,2132421,43,66.01,70.28,112.02,NA
2018-2019,June,31,UTTAR PRADESH,3153,BASTI,1588496,141.864998520939,32,116,1729.197583428,5356,30,25190,3627301,951089,96918,1918,146,187.50072,7062.568813428,110553,132341,230681,358182,456,357573,527824,30546,5145.87051,1600355,57,92.12,87.63,135.7,NA
2018-2019,June,31,UTTAR PRADESH,3158,JAUNPUR,957015,169.649863455529,27,67,1978.391904801,8741,116,19843,1462161,583485,97968,6133,1509,215.1456,4674.091644801,53887,57157,173651,226252,14,388453,481278,28584,2480.55414,642779,72,89.31,74.3,105.36,NA
2018-2019,June,31,UTTAR PRADESH,3171,CHANDAULI,864553,140.349548032005,27,126,697.609245251,1385,59,13126,918981,312795,77164,5573,1024,86.2092,2073.604125251,33916,47729,95173,208590,30,231905,442273,14511,1289.78568,350207,71,74.48,59.79,110.92,NA
2018-2019,June,31,UTTAR PRADESH,3172,KUSHI NAGAR,1271365,167.944521456274,30,214,1090.86710504,5541,8,22843,2797550,879056,100441,4163,421,226.11928,6015.31834504,92033,108780,187631,302228,142,398340,574850,28384,4698.33196,966625,56,90.63,86.91,123.07,NA
2018-2019,June,31,UTTAR PRADESH,3176,SHRAVASTI,384847,152.570164599134,21,60,283.953230365,3172,8,2556,394109,146852,50299,2637,1345,21.93,907.175980365,17936,21637,71696,136965,5,125299,213343,5728,601.29275,142015,68,85.18,66.37,107.97,NA
2018-2019,June,31,UTTAR PRADESH,3181,AMETHI,757292,197.316075198366,21,30,1178.139216035,3960,31,15534,539533,170934,57382,2759,836,134.79646,2377.521016035,25060,28690,108993,182857,5,220258,336811,19494,1064.58534,184220,77,47.36,35.52,123.88,NA
2018-2019,Feb,31,UTTAR PRADESH,3110,MORADABAD,1833739,169.265355563064,38,144,556.765046735,7824,62,4759,2074639,481053,35781,367,17,124.32273,4192.732856735,54417,67804,92969,148937,712,158837,234946,12583,3511.64508,627238,65,81.69,70.51,107.88,NA
2018-2019,Feb,31,UTTAR PRADESH,3125,BAREILLY,1082972,176.314481030341,28,184,683.157413016,6267,1,6488,1938543,487183,61309,367,44,172.60417,4273.693613016,67247,77896,135739,222082,332,263501,391839,12755,3417.93203,303472,39,68.33,70.67,120.98,NA
2018-2019,Feb,31,UTTAR PRADESH,3132,LUCKNOW,1156176,173.496460390152,38,57,801.119506527,7003,37,3613,1320202,853103,85752,2899,325,96.41335,3188.036596527,34213,40996,69789,125468,459,190920,294569,10616,2290.50374,387265,77,66.79,62.85,111.33,NA
2018-2019,Feb,31,UTTAR PRADESH,3137,KANPUR NAGAR,992017,160.924944590387,34,81,240.98184201,5035,1,6051,895332,332527,49339,16714,2382,63.56357,1745.35793691,25687,30108,62524,116332,121,199924,307712,11086,1440.8125249,230207,70,70.93,62.54,112.88,NA
2018-2019,Feb,31,UTTAR PRADESH,3143,FATEHPUR,3175067,164.103139550324,42,142,1776.918278911,19626,0,16485,3253364,1381256,98515,285,18,205.919,7321.709743911,76600,88352,141188,211913,610,268944,373507,36111,5338.872465,1376891,84,67.63,51.65,114.49,NA
2018-2019,Feb,31,UTTAR PRADESH,3149,AYODHYA,3274977,167.182920581737,45,146,2149.444050439,17113,1,12577,3460879,1334130,88312,6754,375,242.5318,8177.974440439,76305,89724,131292,215455,2291,233314,354094,29690,5785.99859,1364578,64,63.14,59.38,116.57,NA
2018-2019,Feb,31,UTTAR PRADESH,3152,MAHARAJGANJ,4006692,174.768838110389,39,685,3627.836349334,15702,0,12506,5383162,1406776,103255,24830,2703,396.02382,13431.949850334,137006,173845,212916,389875,844,332337,563148,28208,9408.089681,2067640,71,46.48,44.85,112.38,NA
2018-2019,Feb,31,UTTAR PRADESH,3155,DEORIA,3375918,180.136078491434,43,64,1952.082844119,8912,3,7354,3199330,956842,49781,94752,4664,243.78902,7959.019464119,73627,77837,128352,161664,504,238836,291519,16266,5763.1476,1130706,48,66.92,63.15,100.82,NA
2018-2019,Feb,31,UTTAR PRADESH,3158,JAUNPUR,4035596,178.696928858826,45,114,3767.28126545499,25334,15,15013,4379447,1666541,98748,17479,1512,340.48343,11933.701985455,96091,103023,177187,229860,1884,399899,493211,40347,7825.93729,1917637,70,87.46,66.16,107.83,NA
2018-2019,Feb,31,UTTAR PRADESH,3162,MIRZAPUR,2380349,169.777887139726,40,104,2069.491664529,20867,1,16224,2653777,1188109,118073,27050,2690,211.87268,6786.890864529,65232,89230,125927,238267,389,301270,506264,37091,4505.52652,1194960,83,59.14,36.2,116.3,NA
2018-2019,Feb,31,UTTAR PRADESH,3163,SONBHADRA,2341428,172.069128632284,38,179,2107.464005782,21184,7,11915,3154799,1019808,123321,953402,120718,249.569,7785.468155182,82415,118346,153430,377762,830,342987,759182,33099,5428.4351494,1413395,84,74.26,45.16,104.56,NA
2018-2019,Feb,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,9991,173.206066945607,22,0,0,113,76,108,9560,2157,548,76,14,0,16.5585,433,489,1270,1769,1,16005,18473,221,16.5585,1451,23,11.49,91.74,112.55,NA
2018-2019,Feb,31,UTTAR PRADESH,3165,BAGHPAT,111576,157.26256723328,37,6,18.107940943,439,4,404,88126,31866,3735,27,11,4.084,160.781150943,2336,2756,7801,11604,28,32124,44540,843,138.58921,24241,5,28.6,82.91,124.4,NA
